MLT_UTZTN_BSSH_SN,FRSTN_NM,CNTR_NM,CONM_NM,TPBIZ_NM,REG_DT,REG_YMD,REG_TM,REG_YR,REG_MM,REG_DAY,BDST_USG_NM,INSTL_DCLR_YMD,PFCMP_YMD,STTS_SCSN_YMD,CONM_ADDR,ROAD_NM,BLDG_NM,NLMBLT_MATRL_DSCTN,NLMBLT_INSTL_AREA,FRRST_CMDTY_NM,FRRST_INSTL_AREA,FLR_NO_NM,TRGTOBJ_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,CORP_YN,USE_YN
MU262021259798,강서소방서,신호119안전센터,투썸플레이스 부산명지대방점,휴게음식점,20211126111228,20211126,111228,2021,11,26,근린생활시설,20211027,20211126,,부산광역시 강서구 명지동 ,명지국제2로28번길,에코팰리스,철근콘크리트. 유리. 방화석고. 타일,963.0,방염필름,95.0,2/10,에코팰리스 - 에코팰리스동,양식(옥),철근콘크리트조,,Y
MU272021167222,달서소방서,월성119안전센터,버거스올마이티신월성점,일반음식점,20211126113309,20211126,113309,2021,11,26,,20211117,20211126,,대구광역시 달서구 월성동 ,조암로,,(방화)석고.석고.타일.유리,582.0,합판(도료),50.0,2/8,,양식(옥),철근콘크리트조,,Y
MU482021600561,마산소방서,중앙119안전센터,스테이크레이브,유흥주점,20211126133113,20211126,133113,2021,11,26,,20211118,20211126,,경상남도 창원시 마산합포구 오동동 ,문화의길,,석고보드. 철재. 유리. 타일 등,609.0,합판(방염필름),26.0,0/7,,양식(옥),철근콘크리트조,,Y
MU282020228369,강화소방서,길상119안전센터,문스톤,일반음식점,20211126135608,20211126,135608,2021,11,26,근린생활시설,20200520,20200529,,인천광역시 강화군 화도면 동막리,해안남로,,석고보드.유리.타일.철재.방화석고,446.0,,,3,,양식(옥),철골조,,Y
MU412021930438,,,혜성빌딩 고시텔,고시원업,20211126151541,20211126,151541,2021,11,26,,20211118,20211126,,경기도 남양주시 별내동 ,식송1로,,콘크리트,2273.0,,,1/5,,양식(옥),철근콘크리트조,,Y
MU482021383535,거제소방서,동부119안전센터,신기산업 거제,일반음식점,20211202141042,20211202,141042,2021,12,02,근린생활시설,20211129,20211202,,경상남도 거제시 남부면 다대리,다대5길,,석고.유리.타일.콘크리트 ,1751.0,합판,104.0,0/2,,양식(옥),철근콘크리트조,,Y
MU262021259828,기장소방서,정관119안전센터,대성수산 먹고가게,일반음식점,20211202143429,20211202,143429,2021,12,02,근린생활시설,20211129,20211202,,부산광역시 기장군 정관면 매학리,구연3로,H프라자,타일. 유리 등,339.0,목재(방염도료),18.0,1/5,,양식(옥),철근콘크리트조,,Y
MU462021165156,광양소방서,중마119안전센터,프렌즈스크린 O.K점,가상체험체육시설(스크린골프연습장),20211202143813,20211202,143813,2021,12,02,근린생활시설,20211012,20211202,,전라남도 광양시 마동 ,가야로,,유리 31.61㎡. 텍스및석고 1.168.48㎡. 타일 59.14㎡. 기타불연재 318.24㎡ ,1577.0,방염필름,58.0,0/1,,양식(옥),철골조,,Y
MU302021246322,둔산소방서,샘머리119안전센터,signature bar,일반음식점,20211202143958,20211202,143958,2021,12,02,,20211125,20211202,,대전광역시 서구 둔산동 ,둔산남로91번길,,석고. 유리. 타일. 방화석고. 콘크리트,657.0,필름,145.0,1/7,목련빌딩 - 목련빌딩동,양식(옥),철근콘크리트조,,Y
MU412021930439,김포소방서,119생활안전단,홍노래클럽,유흥주점,20211126153431,20211126,153431,2021,11,26,복합건축물,20210617,20211126,,경기도 김포시 구래동 ,김포한강9로75번길,,ALC블럭. 불연석고.타일.유리,550.0,제2021-049호(도료+필름),34.0,3/9,,양식(옥),철근콘크리트조,,Y
MU292021171401,광산소방서,비아119안전센터,미미가양꼬치마라탕,일반음식점,20211125093518,20211125,093518,2021,11,25,근린생활시설,20211108,20211125,,광주광역시 광산구 수완동 ,수완로,,콘크리트. 방화석고보드. 유리. 타일. 시멘트블럭,292.0,방염필름,21.0,지하0/지상4층,위경아건물(구.장수복건물) - 위경아건물(구.장수복건물)동,양식(옥),철근콘크리트조,,Y
MU472021235777,경주소방서,용황119안전센터,송주불냉면&왕돈까스,일반음식점,20211125095120,20211125,095120,2021,11,25,,20211105,20211125,,경상북도 경주시 황성동 ,황성로28번길,,석고보드. 타일. 유리 등,277.0,,,2/0,,양식(옥),철근콘크리트조,,Y
MU282021230226,영종소방서,운남119안전센터,주&육림,일반음식점,20211116165254,20211116,165254,2021,11,16,,20211020,20211116,,인천광역시 중구 중산동 ,하늘달빛로,,석고. 유리. 타일. 금속. 불연석고. 방화석고. 콘크리트,610.0,,,지하3/지상10,,양식(옥),철근콘크리트조,,Y
MU312021143456,남부소방서,신정119안전센터,더 존 스크린골프연습장,,20211116202835,20211116,202835,2021,11,16,,20211104,20211116,,울산광역시 남구 신정동 ,돋질로183번길,,콘크리트.타일.유리 등,1070.0,합판(방염필름),142.0,0/2,,양식(옥),철근콘크리트조,,Y
MU412021930411,시흥소방서,정왕119안전센터,등대PC게임랜드,인터넷컴퓨터게임시설제공업(PC방),20211125112957,20211125,112957,2021,11,25,,20211103,20211112,,경기도 시흥시 정왕동 ,오이도어시장로,성수빌딩,방화석고보드.석고보드.타일,405.0,천장.개구부둘레.출입구둘레.문 및 문틀 등 필름,57.0,0/7,,양식(옥),철근콘크리트조,,Y
MU432021210087,,,710 coffee&dessert(커피앤디저트),휴게음식점,20211125113010,20211125,113010,2021,11,25,,20210716,20211125,,충청북도 음성군 금왕읍 무극리,금석로,,콘크리트. 유리. 방화석고,601.0, 합판(방염페인트16.16. 방염필름29.22),45.0,0/2,,양식(옥),철근콘크리트조,,Y
MU412021930414,수원소방서,지만119안전센터,디올Dior,일반음식점,20211125131757,20211125,131757,2021,11,25,,20211104,20211125,,경기도 화성시 반송동 ,동탄중심상가2길,리더스프라자,유리.방화석고.콘크리트.타일,227.0,,,3/9,,양식(옥),철근콘크리트조,,Y
MU412021930416,시흥소방서,은행119안전센터,PC바다,인터넷컴퓨터게임시설제공업(PC방),20211125132351,20211125,132351,2021,11,25,,20211108,20211125,,경기도 시흥시 신천동 ,복지로,시흥5차푸르지오,석고.유리,145.0,,,5/33,,양식(옥),철근콘크리트조,,Y
MU412021930417,수원소방서,지만119안전센터,동탄스크린골프,가상체험체육시설(스크린골프연습장),20211125133848,20211125,133848,2021,11,25,,20211110,20211125,,경기도 화성시 반송동 ,10용사로,,석고.타일 등,1102.0,,,-/5,,양식(옥),철골조,,Y
MU412021930419,수원소방서,지만119안전센터,골프존파크 반송점,가상체험체육시설(스크린골프연습장),20211125141041,20211125,141041,2021,11,25,,20211110,20211125,,경기도 화성시 반송동 ,10용사로,,유리.방화석고.타일.석고,1303.0,,,-/5,,양식(옥),철골조,,Y
MU412021930440,,,베스트 스크린 골프존,가상체험체육시설(스크린골프연습장),20211126154054,20211126,154054,2021,11,26,,20211028,20211126,,경기도 남양주시 다산동 ,다산중앙로19번길,,석고보드.방화석고.콘크리트.타일.유리,1026.0,문 등,79.0,3/10,,양식(옥),철근콘크리트조,,Y
MU462021165148,진도소방서,진도119안전센터,Collis(콜리스-스크린골프연습장2),가상체험체육시설(스크린골프연습장),20211126155003,20211126,155003,2021,11,26,근린생활시설,20210806,20211126,,전라남도 진도군 군내면 월가리,정거름재길,,석고보드. 유리. 타일,422.0,문.문틀(선처리-방염필름),15.0,3,,양식(옥),철근콘크리트조,,Y
MU412021930441,안산소방서,선부119안전센터,아이센스리그pc 원곡점,인터넷컴퓨터게임시설제공업(PC방),20211126155424,20211126,155424,2021,11,26,,20211109,20211126,,경기도 안산시 단원구 원곡동 ,라성로,벽산블루밍아파트,석고.유리.타일.콘크리트.불연석고,697.0,선처리필름,148.0,1/4,,양식(옥),철근콘크리트조,,Y
MU502021142849,서귀포소방서,동홍센터,팽고팽고뮤직타운,유흥주점,20211126155746,20211126,155746,2021,11,26,근린생활시설,20210827,20211126,,제주특별자치도 서귀포시 서귀동 ,명동로,,유리.콘크리트.ALC벽돌.방화석고보드,673.0,벽체.문.카운터,47.0,1/5,,양식(옥),철근콘크리트조,,Y
MU502021142850,서귀포소방서,동홍센터,에로스가요주점,유흥주점,20211126160335,20211126,160335,2021,11,26,근린생활시설,20210827,20211126,,제주특별자치도 서귀포시 서귀동 ,명동로,,유리.콘크리트.ALC벽돌.방화석고보드,560.0,벽체.문.카운터,111.0,1/5,,양식(옥),철근콘크리트조,,Y
MU422021223450,강릉소방서,유천119안전센터,문화프렌즈골프스크린,가상체험체육시설(스크린골프연습장),20211202161704,20211202,161704,2021,12,02,근린생활시설,20211028,20211202,,강원도 강릉시 임당동 ,문화의길,,콘크리트.방화석고.석고보드.타일.유리,511.0,합판(선처리. 방염필름) 문틀장식 외 6개소,46.0,지하1/지상5,,기타 식,철근콘크리트조,,Y
MU422021223150,인제소방서,인제119안전센터,로빈다방,휴게음식점,20211202162802,20211202,162802,2021,12,02,,20211123,20211130,,강원도 인제군 인제읍 상동리,인제로,,석고보드. 유리,321.0,방염필름,10.0,지상2층,,양식(옥),철골조,,Y
MU422021223490,인제소방서,인제119안전센터,인제 골프존파크,가상체험체육시설(스크린골프연습장),20211202170823,20211202,170823,2021,12,02,,20210929,20211130,,강원도 인제군 인제읍 남북리,인제로,인제예식장,석고보드. 유리. 준불연페브릭. 시멘트보드,935.0,방염스크린. 방염카페트. 방염필름,80.0,1/2,,양식(옥),철근콘크리트조,,Y
MU272021167241,북부소방서,무태119안전센터,다 더(버거킹 연경점),휴게음식점,20211202171358,20211202,171358,2021,12,02,,20211103,20211202,,대구광역시 북구 연경동 ,동화천로,,방화석고보드.유리.타일,453.0,선처리합판장,25.0,2/8,,양식(옥),철근콘크리트조,,Y
MU482021383522,양산소방서,하북119안전센터,삼수리392(더스타),휴게음식점,20211126160202,20211126,160202,2021,11,26,근린생활시설,20210913,20211126,,경상남도 양산시 하북면 삼수리,삼수새동네2길,오리박물관카페,(방화)석고.유리,267.0,미 사용,,0/3,,양식(옥),철근콘크리트조,,Y
MU272021167224,동부소방서,동촌119안전센터,피닉스스크린골프,가상체험체육시설(스크린골프연습장),20211213091651,20211213,091651,2021,12,13,,20211102,20211126,20211210,대구광역시 동구 용계동 ,화랑로100길,,석고보드. 철판,962.0,,,0/1,,양식(옥),철골조,,Y
MU412021930442,성남소방서,신흥119안전센터,오드와인,일반음식점,20211126160844,20211126,160844,2021,11,26,,20211109,20211126,,경기도 성남시 수정구 신흥동 ,산성대로,,스틸.석고.방화석고.콘크리트.타일.유리,521.0,필름,23.0,6/11,,양식(옥),철근콘크리트조,,Y
MU412021930443,동두천소방서,불현119안전센터,황금P.C,인터넷컴퓨터게임시설제공업(PC방),20211126162708,20211126,162708,2021,11,26,근린생활시설,20211119,20211126,,경기도 동두천시 생연동 ,생연로,2층,방화석고보드.유리.석고보드.콘크리트,159.0,,,2,,양식(옥),철근콘크리트조,,Y
MU482021600562,창원소방서,(구)가음정119안전센터,돈짝 가음정점,일반음식점,20211126165140,20211126,165140,2021,11,26,,20211115,20211126,,경상남도 창원시 성산구 가음동 ,원이대로883번길,가음시장대상가,방화석고. 콘크리트. 유리. 철재 등,490.0,합판(도료.필름),54.0,3/5,,양식(옥),철근콘크리트조,,Y
MU412021930444,부천소방서,범박119안전센터,차이홍,일반음식점,20211126165218,20211126,165218,2021,11,26,,20211020,20211126,,경기도 부천시 옥길동 ,옥길로,,콘크리트. 유리. 석고. 조적. 타일. 방화석고,947.0,필름,194.0,7/1,,양식(옥),철근콘크리트조,,Y
MU262021259831,해운대소방서,우동119안전센터,금호유비끼,일반음식점,20211202173103,20211202,173103,2021,12,02,근린생활시설,20211015,20211119,,부산광역시 해운대구 우동 ,마린시티3로,벽산이오렌지프라자,타일.유리.콘크리트.불연석고(12.5t).석고보드,611.0,합판(방염도료 75.71㎡ /방염필름 7㎡) ,82.0,3/6,,양식(옥),철근콘크리트조,,Y
MU292021171417,서부소방서,상무119안전센터,로렉스(2팀),일반음식점,20211202174544,20211202,174544,2021,12,02,,20211124,20211202,,광주광역시 서구 치평동 ,시청로20번길,,방화석고보드. 유리,490.0,,,지하0/지상4,,양식(옥),철근콘크리트조,,Y
MU262021259833,해운대소방서,좌동119안전센터,지니펍,일반음식점,20211202191621,20211202,191621,2021,12,02,,20211115,20211126,,부산광역시 해운대구 좌동 ,양운로80번길,리더스프라자,타일.유리.콘크리트.석고보드(9.5T),577.0,,,지하2/지상10,,양식(옥),철근콘크리트조,,Y
MU412021930445,성남소방서,119생활안전단,어울림포차,일반음식점,20211126165901,20211126,165901,2021,11,26,근린생활시설,20211118,20211126,,경기도 성남시 중원구 은행동 ,은이로,,방화석고.석고.유리.콘크리트,289.0,없음,,1/5,,양식(옥),철근콘크리트조,,Y
MU272021167225,중부소방서,삼덕119안전센터,동성로 골프존파크,가상체험체육시설(스크린골프연습장),20211126174047,20211126,174047,2021,11,26,근린생활시설,20211013,20211126,,대구광역시 중구 삼덕동1가 ,동성로3길,,방화석고.석고.철제위도료.강화유리마감,958.0,MDF 위 방염필름 부착,94.0,2/5,,양식(옥),철근콘크리트조,,Y
MU412021930448,안양소방서,부림119안전센터,싱어게인코인노래연습장안양범계역점,노래연습장업,20211126184152,20211126,184152,2021,11,26,,20211102,20211124,,경기도 안양시 동안구 호계동 ,평촌대로223번길,,철곤콘크리트.ALC블럭조.석고보드.유리.타일,795.0,방염필름,76.0,-2/5,,양식(옥),철근콘크리트조,,Y
MU452021144323,부안소방서,부안119안전센터,봄봄 파스타,일반음식점,20211202205105,20211202,205105,2021,12,02,근린생활시설,20210608,20211202,,전라북도 부안군 부안읍 봉덕리,석정로,푸른애벌래학원,석고보드. 타일. 유리. 조적 등,498.0,,,3,,양식(옥),철근콘크리트조,,Y
MU412021930537,하남소방서,감북119안전센터,서울깍두기,일반음식점,20211202205138,20211202,205138,2021,12,02,,20211118,20211202,,경기도 하남시 학암동 ,위례대로,,유리.석고.타일.천장석고,644.0,방염필름,71.0,6/10,,양식(옥),철근콘크리트조,Y,Y
MU482021383538,진주소방서,평거119안전센터,신안다비치 스크린점,가상체험체육시설(스크린골프연습장),20211202214118,20211202,214118,2021,12,02,근린생활시설,20210929,20211123,,경상남도 진주시 신안동 ,남강로,다비치스포렉스,콘크리트. 석고보드. 유리. 철판. 타일. 벽돌,1341.0,방염도료. 방염벽지. 선처리 방염필름,207.0,지하3층/지상5층,,양식(옥),철근콘크리트조,Y,Y
MU472021235866,포항남부소방서,효자119안전센터,엔젤스 코인노래연습장,노래연습장업,20211202204902,20211202,204902,2021,12,02,,20211029,20211202,,경상북도 포항시 남구 이동 ,포스코대로,,석고보드. 타일. 유리. 콘크리트,1034.0,방염필름,88.0,3,장지웅건물(구.오꾸닭건물) - 오꾸닭 (구.동해해물탕)동,양식(옥),철골조,,Y
MU412021930459,성남소방서,수진119안전센터,OK노래연습장,노래연습장업,20211129141154,20211129,141154,2021,11,29,근린생활시설,20211103,20211129,,경기도 성남시 중원구 성남동 ,성남대로1140번길,,유리.석고.방화석고.콘크리트.타일,643.0,필름(문틀.문 등),42.0,1/4,,양식(옥),철근콘크리트조,,Y
MU412021930460,파주소방서,적성119안전센터,B-ONE 1079,일반음식점,20211129141658,20211129,141658,2021,11,29,,20211013,20211119,,경기도 파주시 야당동 ,심학산로,,콘크리트.유리.타일 등,1003.0,선처리(74.51)+후처리(76.52),151.0,2/21,,양식(옥),철근콘크리트조,,Y
